langcode,type,status,uid,title,created,changed,default_langcode,path,field_artis,field_emotion,field_lyrics_chorus,field_lyrics_hook,field_lyrics_lead,field_name,field_year
en,country_lyrics,1,0,"ฮักแพงกันเด้อ	",1580484855,1580484855,1,en,"ไมค์ ภิรมย์พร	",สนุก,"ขอบใจเด้อคำแพง ที่มาแต่งแต้มเติมใจเหงา
อ้ายสัญญาสิฮักแต่เจ้า จนแก่จนเฒ่า ตายหนีจากกัน","ให้เฮาสุขขีมั่น เสมอหมั่นฮักเดียว คือจั่งปั้นข้าวเหนียว กอดเกี้ยวไปสุดฝัน
ให้เฮาเป็นคู่กรรม อยู่นำทุกปัญหา เติมแฮงใจยามลอยล้า ลุยฝ่าแบบบ่ย่าน
ให้เฮาเป็นคู่แก้ว ฮักแล้วบ่มีใหม่ ตุ้มเอาฮักมาต้อมไว้ ห่มใจดอกให้กัน
ให้เฮาเป็นคู่ครอง ส่องซอดฮอดหัวใจ ฮักแพงกันตลอดไป ชั่วนิจนิรันด์
เด้อนางเด้อ ฮักกันแพงกัน เด้อน้องหล่า","จักสิเว้าสิวาสิหาคำได๋ มาตอบแทนหัวใจน้องหล่า
ตั้งแต่เฮาตกลงอยู่กินกันมา ชีวิตอ้ายกะมีแต่คำแพง
อันได๋แนวได๋ที่บ่ได้จากฟ้า เจ้ากะพาอ้ายสร้างอ้ายแปลง
คนถืกเลขเขาวาโชคดีแฮง ยังบ่เคิงส่ำอ้ายมีเจ้า","ฮักแพงกันเด้อ	",2561
en,country_lyrics,1,0,"ก่นร่อง	",1580484967,1580484967,1,en,"ตั๊กแตน ชลดา	",สนุก,"ร่องน้ำบ้านน้องมันตัน 
ให้อ้ายมาดันๆๆร่องให้
แม่น้องบอกหยัง อ้ายกะเฮ็ดให้ไป 
เผื่อเฮา สิได้ ๆ ๆ ๆ ฮักกัน..","ไปก่นร่อง ก่นร่องก่น ไปก่นร่อง ก่นร่องก่น 
ไปก่นร่อง ไปก่นร่อง
ไป่ก่นร่อง ก่นร่องก่น ไปก่นร่อง ก่นร่องก่น
ไป่ก่นร่อง ","ตั้งแต่ ละพ้ออ้ายมื้อนั้น น้องนี้อยากสิไปเป็นดอง
อยากสิไปเป็นเจ้าของ ของอ้าย น้องมักแฮ๊งแฮง
เฮ็ดจั่งใดจั่งสิได้ฮักกัน ได้มีความสัมพันธ์ยามแลง
อยากไห่ไถ นาท่งน้อยคำแพงเด้น้อ 

แม่บอก คันอยากเป็นลูกเขย 
ให้ลุกมาหาอยู่บ้านก่อนสาย 
ให้เตรียมบักจกมานำเด้ออ้าย 
น้องสิพาไป","ก่นร่อง	",2562
en,country_lyrics,1,0,"สิเอาให้ได้	",1580485250,1580485287,1,en,นุช วิลาวัลย์ ,สนุก,"จ่มมนต์ล่ะเป่ามนต์สาบ้อ เป่ามนต์ล่ะใส่อ้ายสาน้อ 
คาถาแม่หมอสั่งสะกดใจพี่ ให้ติดใจแต่โตน้องผู้นี้ 
ติดใจโอ๊ยติดนั่นติดนี่ ติดหนี้น้องซะน้อ 
ให้หลงแต่น้องผู้เดียว ให้มีแต่น้องผู้เดียว 
ให้ฮักแต่น้องผู้เดียว ฮักน้องผู้เดียวสาเด้ออ้าย","ล็อคคอตีหัวล่ะเอาผัวเข้าบ้าน น้องบ่ได้ย่านคนมองบ่ดี 
เกิดมาซาดเดียวให้ได้อ้ายผู้นี้น้องกะมีแฮงแล้ว
ล็อคคอตีเข่าล่ะเอาอ้ายเป็นผัว น้องพร้อมเสียตัวมื้อเอาบุญแอว
อ้ายอยากได้หยังสิเฮ็ด สิหา สิให้ซุแนว 
สิอด สิทน สิยอมซุอย่าง สิเอาให้ได้ผู้ชายคนนี้","อยากได้ผัว อยากได้ผัว 
อยากได้ผัว สิเอาให้ได้ผู้ชายคนนี้

ปิดใจโดนย้อนถืกคนมาตั๋วใจ บ่มีไผถืกใจมาหลายปี
เทิงย่านเจ็บย่านเหงาย่านว่าเขามาหลอกกินฟรี
ย่านเจ็บที่....เจ็บที่ตรงหัวใจ

บัด พ้อ อ้าย ผู้สายตาซอนแลน  อยากได้มาเป็นแฟนแล้วล่ะเด้หัวใจ
ของขาดมานานรู้สึกอยากได้แนวหล่องหัวใจ
มีเมียรึบ่มีจั่งได๋น้องกะอยากได้  สิเอาให้ได้เด้อคนนี่","สิเอาให้ได้	",2562
en,country_lyrics,1,0,"ฝันว่าถืกสี	",1580485519,1580485519,1,en,"มดแดง จิราพร	",สนุก,"บอกอย่าอย่า กะห้ามสีนั่นสีนี่ 
ข่อยเว้าอีหลีจนน้ำลายแตกพากพาก 
พากพาก คุณผีบ่อยาก คุณผีเจ้าเอ๋ย ","ผีตำคนเอ๋ย จั่งแม่นสีสีจังเลย  สีสีจังเลย ละละในความฝัน 
เทิงดันเทิงสี เทิงสีเทิงดัน มาคือโพดแท้ฝัน ปานว่าอีหลี 
สะเดิดสะเดิงสะเด้อขึ้นอีกที ฝันถืกสี สี สี สีสีสีสีสีสีสีสีสีสี 
ตัวนี่อิฉัน เสียดายเด้เสียดายความฝัน กำลังถืกสีอย่างเมามันส์ 
สะเดิดสะเดิงสะเด้อสะเด้อจ้อยบาดนี่","กินหลายนอนหลายสบายไปหมดทุกอย่าง 
ทำงานรับจ้างจนว่าเซ้าฮอดค่ำ 
เกิดมาจนละต้องทนทนทำ ถ้าเราไม่ทำไอ้เราก็ไม่มีกิน 
ข่อยเว้าแม่นบ่ ข่อยเว้าแม่นบ่ ข่อยเว้าแม่นบ่ ละข่อยละเว้าแม่นบ่ 
           
เมื่อคืนนี้ละข่อยสิเว้าสู่ฟัง ละข่อยฝันไปต่างต่าง ละข่อยกะฝันกะด้อ กะด้อ 
ฝันข่อยละคือเป็นแนวนี้ ละฝันว่าถืกสี สี สี สีสีสีสีสีสีสีสีสีสี จากผู้ชายหล่อหล่อ 
สีได้สีดี จั่งแม่นบ่เหนื่อยบ่ล้า จั่งว่าข่อนนั่นหนาเกร็งหลายจนปวดเอ็นคอ 
เทิงย่านเทิงสั่นอ้ายบ่เคยพบพ้อ ละผู้ชายหล่อหล่อละมาเฟียมาสี ","ฝันว่าถืกสี	",2562
en,country_lyrics,1,0,"สี่ดอก	",1580485624,1580485624,1,en,"เพชร สหรัตน์ Feat.บัวผัน ทังโส	",สนุก,"ได้สี่ดอก แล้วยังบ่ฮักน้อง
สิบ่หมายปอง ผู้ชายคนไหน
อ้ายคนนี้ คือคนดีของหัวใจ
สี่ดอกสิเก็บไว้ในใจน้อง ฮอดมื้อตาย","ให้น้องสี่ดอกแล้วบอกฮัก จี้ดใจนางคักกุหลาบของอ้าย
สี่ดอกมันคงสมใจน้องอีหลี
สี่เลย สี่เลย สี่เลย สี่เลย สี่ดอกนะคนดี
กุหลาบสี่ดอกนี้ที่อ้ายมอบให้","วันที่สิบสี่กุมพา เห็นอ้ายเดินมาน้องดีใจ
เห็นมืออ้ายถือดอกไม้ สงสัยตั้งใจมาให้น้อง
อยากเด้อยากได้เป็นเจ้าของ ลองเบิ่งอยากได้อีหลี
มาฮอดอ้ายยื่นให้ทันที ขอบใจคนดีของคำแพง

กุหลาบสีแดง ๆ เป็นสีของความฮัก
มักจั๊กดอกบอกอ้ายมา

จัดให้สี่ดอกแล้วบอกฮัก กุหลาบงามคักที่อ้ายมอบให้
เป็นตัวแทนจากใจอ้ายฮักแพง
สี่เลย สี่เลย สี่เลย สี่เลย สี่ดอกกุหลาบแดง ๆ
มอบให้น้องหล่าคำแพงของอ้าย","สี่ดอก	",2559
en,country_lyrics,1,0,"ตอกให้น้องแหน่	โบว์ดำ ",1580485880,1580485880,1,en,"โบว์ดำ ลำซิ่ง อาร์ สยาม	",สนุก,"ตอก ตอกให้น้องแหน่ กรุณาตอกให้น้องแหน่ 
เข้างานบ่ทันแท้ แท้ ฟ้าวตอกให้แหน่ เจ้านายสิว่า
วอนอ้ายตอกให้เสียงดัง ตอกหน้า ตอกหลัง ตอกซ้าย ตอกขวา
ฟ้าวเด้อสิเบิ๊ดเวลา เห็นใจเถิดหนา ซอยตอกให้แหน่","ตอก ตอกให้น้องแหน่ กรุณาตอกให้น้องแหน่ 
เข้างานบ่ทันแท้ แท้ ฟ้าวตอกให้แหน่ เจ้านายสิว่า
วอนอ้ายตอกให้เสียงดัง ตอกหน้า ตอกหลัง ตอกซ้าย ตอกขวา
ฟ้าวเด้อสิเบิ๊ดเวลา เห็นใจเถิดหนา ซอยตอกให้แหน่","เมื่อคืนน้องนอนบ่หลับ ลุกขึ้นขยับ พลิกขวาพลิกซ้าย
คืนก่อนกะนอนฝันร้าย เกือบแม่นไหลตายว่าผีจับหัว
ตื่นมางัว งัว เงีย เงีย ขาสั่นเทีย เทีย คั่นเนื้อคั่นตัว
แนมเบิ่งเข็มนาฬิกา มันเลยเวลาตั้งแปดโมงกว่า
ตอกบัตรบ่ทันแล้วตั๊ว สิเฮ็ดจังใด๋ จังสิทันเข้างาน

เลยฟ้าวโทรมาหาอ้าย สิยากสิง่ายเฮาต้องซอยกัน
ตอกแหน่ ตอกให้น้องแหน่ ตอกให้แหน่ ตอกบัตรเข้างาน
หัวหน้าแผนกของน้อง เพิ่นคอยสอดส่องน้องย้านย่าน
ขอย้ำอีกเทือแล้วกัน ฮอดหม่องเฮ็ดงาน ซอยตอกให้แหน่ 
อ๊ะตอกให้น้องแหน่","ตอกให้น้องแหน่	โบว์ดำ ",2558
en,country_lyrics,1,0,"ผัวไผ	",1580486137,1580486137,1,en,"แพรวพราว แสงทอง	",สนุก,"เดินผ่านมาน้องก็ยังคักคึก
น้องยังนึกอยากสิเป็นแฟนอ้าย
มักอิหลี ทั้งยาวทั้งใหญ่
เฮ็ดให้หัวใจ น้องมันเต้น ตึก ๆ
ตึก ๆ ตึก ๆ ตึก ๆ ตึก ๆ ตึก ๆ

อยากสิฮู้ ที่น้องฮักอยู่ แม่นผัวผู้ใด๋","แม่นผัวผู้ใด๋ เเม่นผัวผู้ใด๋ เเม่นผัวผู้ใด๋
มันถืกใจคักแท้ ให้กอดนำแน่ได้บ่
อดใจบ่ได้ อ้ายคือหล่อแท้น้อ
ห้ามใจบ่ได้ ยามอยู่ใกล้คนหล่อ
จักแม่นผัวไผหนอ ขอสิได้บ่","เดินผ่านมาน้องก็ยังงง ๆ
บอกตรง ๆ อ้ายก็คงตกใจ
ก็ย่อนบ่ฮู้ว่าอ้ายเป็นผัวไผ
คนผู่ไข่กล้ามใหญ่บึก ๆ
เดินผ่านมาน้องก็ยังคักคึก","ผัวไผ	",2558
en,country_lyrics,1,0,"กะเทยหน้าฮ้าน 	",1580486698,1580486698,1,en,"แมน มณีวรรณ อาร์ สยาม	",สนุก,"หย่างหล่าย หล่าย หล่าย หล่าย
กรีดกรายเจิดเซิน เดิ่นหน้าเวทีแห่งนี้
หล่อนยึดแล้วแน่นอน ยายฟาดค้อน ฟาดค้อน
ใส่เทิงขำกูสิเบิ่งหมอลำ ห่าตำกะเทยเอ้ย

แดนเซอร์หมอลำ ก็ยังถูกด่า
เต้นผิดจังหวะ เพราะว่ามัวดูกะเทย
นางเอยหมอลำยังต้องวีน
เพราะถูกแย่งซีน จากกะเทยตามเคย
อพปร.ก็ยืนเฉย ๆ ไม่กล้าชักกระบองเลย
ในยุคกะเทยครองเมือง

","ลมพัดตึ้ง พัดตึ้ง แฮงดึงมือกันออกหยาว
ลมพัดตึ้งแฮงมือดึงกันออกหยาว
ทั้งใหญ่ทั้งยาว สาวผัวเผลอหมู่นั้น สห.ก็กั้นบ่ไหว
ปานแมงเม่าบินเข้าตอมไฟ
ขนาดเพลงเอาหยังเฮ็ดใจ ถึงจะช้าแค่ไหนยังเด้งได้คือกัน

หย้อนเห็นกะเทยบ่ปาก สิคิดตีจากยามใด๋กะได้
ไกลหรือใกล้ หรือใกล้งานใด๋บ่มีหวั่น
ใกล้งานใด๋  บ่มีหวั่น กะเทยยึดหน้าฮ้าน หน้าฮ้านเบิดแล้ว
อีหลีผู้บ่าวแลนลี้หนีไปอยู่หลังลำโพง
หมาบักดำยืนงง เบิ่งกะเทยอยู่จนแจ้ง","เสียงกลองรัวดังโป้ง ๆ 
ผ่านออกดอกลำโพงตำหัวใจจนซายฮ้อน
น้ำอยู่โอ่งมังกรกะยังกลายเป็นคลื่น
สิยืนนิ่งอยู่จังใด๋ กะเทยเพิ่นจองไว้ยึดหน้าเดิ่นดอกเวที
ซุมชะนีต้องหลบไป ย้อนมาหลายเป็นตาย่าน

หมอลำคณะน้อยใหญ่
แฟนคลับมากมายล้วนเพื่อนสาวทั้งนั้น
สร้างความบันเทิงความฮาความมัน
เด้งอยู่หน้าฮ้าน เบิดคืนซอดแจ้ง

เมายาสตรีเบนโล กินแล้วนมโตออกศิลป์แสดง
เร่งรับกับจังหวะกลอง ขี้ฝุ่นไงง่อง หล่อนก็ไม่หมดแรง
วัยรุ่นขาใหญ่ยังบ่กล้าออกแสง
แอบแทะเม็ดแตงอยู่ที่หลังลำโพง","กะเทยหน้าฮ้าน 	",2558
en,country_lyrics,1,0,ก้อนคำ,1580487024,1580487024,1,en,"เพชร สหรัตน์ 	",เศร้า,"จีดา ดีดา ดีดา โอว
โอ้เด้นางเอย หล่าเอย คำเอ๊ย นางเอย
จีดา ดีดา ดีดา โอว จีดา ดีดา ดีดา โอว","เป็นหยังเจ้าคือจังถิ่มอ้าย รู้ว่าหัวใจน้องฮักไผหลายคน
จำพ้อน้องจึงบ่หลูโตน ใต้ต้นกระโดนน้องลืมสัญญา
แล่นนำเขาแล้วบ่น้องหล่า ให้เขาดำนาโถงน้อยแล้วบ่
ตั๋วคัก ตั๋วให้อ้ายเฝ้ารอ แล่นนำเขาพ้อว่อ ล่ะน้อคำเอย","โอ้เด้นางเอย หล่าเอย คำเอ๊ย นางเอย
เจ้าเคยฮักอ้ายบ่ก้อนคำ คือเฮ็ดให้อ้ายช้ำหัวใจ
พาคนใหม่มาเหยียบใจอ้ายแท้
เจ้าบ่แคร์แม้ความรู้สึก มันเจ็บลึก ๆ ข้างในหัวใจ
ถิ่มอ้ายไปมีไผแล้ว บ่แม่นแนวเด้เหล่าเอย",ก้อนคำ,2558
en,country_lyrics,1,0,"ล้างหอยคอยอ้าย	",1580487213,1580487213,1,en,"เพชร สหรัตน์	",สนุก,"ให้เปลี่ยนแหนได้บ่
ให้กินแต่หอยอันเก่า
บางทีก็แกงหอยเน่ามาให้กิน
แล้วอึ่งน่ะมีบ่หอยเน่าบ่เคยถวิล
หอยที่บ่มีกลิ่นสิได้บ่","น้องสิ..ล้างหอย ล้างหอย
ล้างหอย ล้างหอยคอยอ้าย
สิเอาเมนูใด๋แค่อ้ายบอกมา
สิต้มสิแกง สิอ่อม สิเอาะ สิหยังกะบอกมา
อ้ายอย่าฟ้าวด่วนหลายเมนูหอยของน้อง

ได้โปรด..ล้างหอย ล้างหอย
ล้างหอย ล้างหอยคอยอ้าย
สิต้มหอยหน่วยใหญ่ๆไว้กินกับตำบักหุ่ง
สิต้มสิแกง สิอ่อม สิเอาะ สิกินเพื่อบำรุง
สิให้น้องมาปรุง...ปรุงหอยให้อ้าย","กินหอยแรงดีกีนดีกรีแรงถอย
ถ้าหากกินหอย...ค่อยสิมีแฮง
 
อ้ายยังจำได้ไหมว่าใครกันหนอ
มากินแกงหอย
มักหอยใหญ่หอยน้อย
น้องก็คอยหาให้อ้ายกิน
มื้อนี้มันเป็นจั่งใด๋
คือเปิดคืออายบ่บายบ่สูง
หอยอวบๆนูนๆ
ทั้งแกงทั้งตุ๋นอ้ายยังบ่เอา
 
","ล้างหอยคอยอ้าย	",2559
en,country_lyrics,1,0,"ปล่อยน้ำใส่นาน้อง	",1580487414,1580487414,1,en,"เพชร สหรัตน์ Feat.แพรวพราว แสงทอง	",สนุก,"สิให้อ้ายเฮ็ดจั่งได๋
หรืออ้ายต้องไปปล่อยน้ำใส่นาน้อง
สิเอาน้ำเข้าหลายส่ำได๋
บอกมาไวไวอ้ายพร้อมจะปล่อยน้ำ
อ้ายสิไปปล่อยใส่นาคนงาม
นาน้องแห้งแห้งพอสิได้มีน้ำ
สิได้คราดดำทำนาตามฤดู","อ้ายอ้ายจ๋า ขยับเข้ามาปล่อยน้ำใส่นาให้แหน่
น้องน้องจ๋าป๊าด คันแทนาน้องคือใหญ่คักแท้
นาท่งน้อยน้อยยังขาดคนดูแล
อ้ายสิอาสาเป็นคนคอยเทคแคร์
ปล่อยน้ำใส่แหน่ปล่อยน้ำใส่นาให้แหน่
ปล่อยน้ำใส่แท้ปล่อยน้ำใส่นาน้องแหน่","นาท่งน้อยน้องแห้งอยากให้อ้ายเข้ามาส่อยน้อง
อยากให้ลองปล่อยน้ำใส่นาน้องแหน่

ปีนี้ฝนบ่ดี นากะแล้ง นากะแล้ง
แห้งแฮงคักแท้หนอ คักแท้หนอ คักแท้น้อง
ให้ส่อยบ่น้องจ๋านาน้องต้องการน้ำ

นาท่งน้อยที่อีแม่ให้มา
ปั้นคันนาจนว่าใหญ่ ใหญ่ ใหญ่
ยังบ่เคยได้หว่านไถ
รอแต่อ้ายเอ้ามาดัน ดัน ดัน
นั่งหลกหญ้าไปวันวัน
ทั้งแสบทั้งคันบักหอยมันตำตรีน
ฮอดฤดูสิทำกินเอากล้าปักลงดินบ่ได้","ปล่อยน้ำใส่นาน้อง	",2559
en,country_lyrics,1,0,"ล่ะเเมนวา	",1580487625,1580487625,1,en,"อ๊อฟ สงกรานต์ Feat.เฟิร์ส ละไมหรรษา	",สนุก,"ล่ะแมนวาเด้อนาง   พอแต่แนมเห็นน้อง
หัวใจฟ้องล่ะว่าแมน   ขั่นแมนได้เจ้าเป็นแฟน  เป็นแฟนเด้อล่ะแมนบักอ้าย
รับรองได้ว่าฮักชัวร์ ว่าสิเหมารถทัวร์พาแม่มาเบิ่ง  แต่ว่าเงินบ่เถึงกะเลยมาสามล้อ"," ล่ะแมนวาเด้อนาง  พอแต่แนมเห็นน้อง  ใจมันฟ้องว่าแมน
ตำแหน่งแฟนในใจเจ้ามีไผแล้วล่ะไป  งามเป็นตาฮักอ้ายนี่มักเจ้าหลาย
เอาอิหยังมาแลกน้อจั่งสิได้  เป็นแฟนน้องหล่า

สายตาอ้ายเทียวแนมหาเจ้า  ใจเหงาอ้ายเทียวอ้อนให้หม่าย
บ่เคยมีไผถืกใจอ้าย  จั่งมาพ้อกะล่ะแมนอีนาง  
ใจบางๆของอ้ายไหวหวั่น  ตั้งแต่วันที่ได้พบเจ้า
อยากสิเว้าแต่ดนแล้วน้อง  ได้แค่มองจนมาฮอดมื้อนี่
ขอเลขบัญชี  เบอร์โทรบ่ต้อง ขอตีตราจองเด้อน้องหล่าเอย","เอาฮานี่ฟังเด้ออ้ายสิว่า  ล่ะเพียงแค่ได้พ้อหน้า ใจอ้ายกะสั่นแฮง
ข้าวบ่กินกะได้ขั่นได้เว้านำคำแพง  คนอิหยังตาฮักแฮง แก้มแดงเจ้าฮู้โตบ่ 
ล่ะมาบัดนี้ให้พี่ถามจักคำแหน่  แมนเจ้ามีคนคอยดูแลแล้วไปน้อ   
อยากสิเป็นแฟนเธอ พอสิเป็นไปได้บ่ คนสวยอ้ายนี่หนอ  คนงามพี่นี่เอย ","ล่ะเเมนวา	",2562
en,country_lyrics,1,0,"คารม	",1580487830,1580487830,1,en,"เพชร สหรัตน์	",สนุก,"แล้วที่ผ่านมา เรื่องที่ผ่านมา หมายความว่าไง
ที่เธอทิ้งฉันไปอยู่กับเขา (โว้)","ไม่อยากจะเชื่อคารมเธอ กลัวต้องเจอความผิดหวัง
กลัวว่าเขื่อนน้ำตาพัง ต้องมานั่งเสียใจ

ถอยหลังคืนมาเถอะ ไม่ต้องมาทำเป็นเสียใจ
ไม่อยากกลับไปเป็นควาย ให้เธอทิ้ง
อ้ายก็ว่าวเกินไป น้องมีแค่ใจที่รักจริง
ไม่เคยคิดจะทิ้งอ้าย เลย

","ในวันที่เธอมีน้ำตาในวันที่เขาไม่เห็นค่า
เธอจึงอ้อนวอนฉันคืนมา หาเธอ
ฉันก็คุ่นคิด จนฉันเบลอ
กลัวจะลุ่มหลงคารมเธอ ก็เธอมันใจร้าย
อ้ายก็ว่าน้องจนเกินไป น้องมีแค่ตัวและหัวใจ
ให้อ้ายอยู่เสมอ เอ๊อะ เอ๊อะ เอ๊อะ เอ๊อะ
ผู้ชายร้อยพันที่อ้ายเจอ เค้าแค่ลุ่มหลงและพร่ำเพ้อ
คงจะเจอความสวย น้อง น๊อง น๊อง น๊อง น๊อง","คารม	",2557
en,country_lyrics,1,0,"ครางชื่ออ้ายแน	",1580488117,1580488117,1,en,"ครางชื่ออ้ายแน	ศรีจันทร์ วีสี	",สนุก,"อ้ายจ๋าเป็นบางยามได้บ่ยามเขาเปิดเพลงคลอ สิอี๋อ๋อปล่อยไก่
ดูหลายติน้องกะย่านตายหากว่าเขาจับได้เขาสิไล่ฆ่าหนี
สิจัดให้ตามคำขอหลูโตนอยู่พอที่แต่งงานหนี
แลงนี้สิจัดชื่อพี่ยามเขาขึ้นขี่ให้พี่ชื่นใจ

อุ๊ย อุ๊ย อุ๊ย อุ๊ย อุ๊ย
โอ๊ะ โอ๊ะ โอ๊ะ โอ๊ะ โอ๊ะ โอ๊ย
อิ๊ อิ๊ อิ๊ อิ๊ อิ๊
อ้าย อ้าย อ้าย อ้าย อ้ายจ๋า","อ้ายจ๋าเป็นบางยามได้บ่ยามเขาเปิดเพลงคลอ สิอี๋อ๋อปล่อยไก่
ดูหลายติน้องกะย่านตายหากว่าเขาจับได้เขาสิไล่ฆ่าหนี
สิจัดให้ตามคำขอหลูโตนอยู่พอที่แต่งงานหนี
แลงนี้สิจัดชื่อพี่ยามเขาขึ้นขี่ให้พี่ชื่นใจ

อุ๊ย อุ๊ย อุ๊ย อุ๊ย อุ๊ย
โอ๊ะ โอ๊ะ โอ๊ะ โอ๊ะ โอ๊ะ โอ๊ย
อิ๊ อิ๊ อิ๊ อิ๊ อิ๊
อ้าย อ้าย อ้าย อ้าย อ้ายจ๋า","ในคืนนี้คนดี สิมีแฮงกับเขา
แต่งตอนเช้าส่งเข้าหอ แล้วหย่าวต่อยามแลง
อกแฟนเก่าจั่งอ้าย ขอหยังได้บ่คำแพง
ยามเจ้ามีแฮงกับเพิ่น ครางชื่ออ้ายแนได้บ่

มันบ่ง่ายจั่งซั่น ฮอดเวลานั้นเขาสิยันน้อง 
น้องเฮ็ดเพื่อปากท้อง ครอบครัวพี่น้องให้เพิ่นสบาย
เถิ่งบ่ได้ฮักเขาให้ครางชื่อเจ้าย่านเขาฆ่าตาย
เผลอหลุดปากยามใด๋อาจสิเซอร์ไพรส์ให้มีชื่อพี่","ครางชื่ออ้ายแน	",2561
en,country_lyrics,1,0,"แก้ให้น้องแหน่	",1580488260,1580488260,1,en,"เพชร สหรัตน์ Feat.เนย วรัญญา	",สนุก,"คนโสด ๆ บ่เอา คนสิดีบ่เอา
ไปเว้า ๆ ๆ แต่นำเพิ่น
คนโสด ๆ สิดี น้องก็ยังหมางเมิน
บัดให้เขาตำเดิน ๆ ๆ แล้วเซินหนีคำแพง","แก้ ๆ ให้น้องแน
ฟ้าวมาถ้าแหมมาซ่อยแก้น้องแน
ปัญหามันคือจุกคักแท้
ต้องให้อ้ายแก้ ซ่อยแก้น้องเด้

แก้ ๆ เองเถอะแหม
ปัญหาแย่ ๆ จักสิซ่อยแก้จังได๋
น้องไปฮักคนบ่มีหัวใจ
สิให้ซ่อยแก้จังใด่ ย่านบ่ถืกใจแก้วตา","ฮักน้องพังทลาย ใจน้องมันสลาย
ฮักไผหัวใจกะเจ็บช้ำ
ใจก็ยังไม่จำ ใจก็ยังถลำ
ไม่จำว่าเคยบอบช้ำมา

รู้ก็รู้อยู่ ว่าเขามีภรรยา
ก็ยังเป็นบ้าไปฮักเขา","แก้ให้น้องแหน่	",2559
en,country_lyrics,1,0,"ชมรมบ่ย่านผัว	",1580488457,1580488457,1,en,"เอม อภัสรา	",สนุก,"โสดเสมอเมื่อยามเจอหน้าฮ้าน
มีบุญมีงานกะให้ม่วนแน่ถ่อน
ฮอดมื่ออื่นเซ้าถ้าบ่ส่วงมันต้องถอน
นอนโลดเฒ่านอนก่อน เมียขอไปอ่อนหน้าเวที","ชีวิตซู่ซ่าถ้าลับตาสามี
เป็นโสดในค่ำคืนนี้ผัวอย่าได้มีปัญหา
ชีวิตสดใสคั่นได้หน้าเวที
ชมรมบ่ย่านสามีเชิญทางนี่เด้อค่ะ
มาฟ้อนหน้าฮ้านบ่ต้องย่านผัวมาด่า
บ่ได้ห่านแอ่วงานเลิกกะกลับดอกหนา
คั่นผัวมีปัญหาป๋าถิ่มเด้บอกไว้ก่อน","โสดเสมอเมื่อยามเจอหน้าฮ้าน
ขอไปหนุกหนานล่ะเบิกบานหัวใจ
กะคนมักม่วนสิให้เฮ็ดจั่งใด๋
ถึงแต่งงานไปใจกะยังมักม่วน
โทษเด้อผัวเมียขอไปมั่วหน้าฮ้าน
แล้วเวียกแล้วงานสิไปเคงโซ่อย่ากวน
กินเหล้าพอหมู่มันล่ะม่วนล่ะม่วน
อยากไปทบทวนสมัยเป็นสาวดอกค่ะ","ชมรมบ่ย่านผัว	",2559
en,country_lyrics,1,0,"ผัวบ่เร้าใจ	",1580488602,1580488602,1,en,"ตุ๊กตา ท็อปไลน์	",สนุก,"สิบ่ทนเบื่อหลายคนเมา แบบนี่บ่เอาละเดอเด้อข่อย
เห็นหน้าก็อารมณ์กล่อย แห่งจ่อยแห่งน้อยเหี่ยวลงทุกที
กินแต่เหล้าเป็นอาหาร ข้าวปลาบ่ทานเลยคุณสามี
บอกบ่ฟังกะตายโลดเด้อพี่
อย่าคิดเด้อว่าอีนี่ อีนิ อีนิ อีนี่ มันสิบ่มีผัวใหม่","มันเหมิดสภาพผัวเฮา  บ่มีแนวเอาเฮ็ดหยังกะบ่ได้
คออ่อนแต๊ะแซ๊ะ แบบนี่บ่ไหว
ถ้าเป็นจั่งซี่ไม่รู้จะอยู่ไปทำไม
ผัวบ่จัดให้  มันเซ็ง ๆ เซ็ง ๆ ๆ ๆ เซ็งหลายอิหลี","จะมีเอาไว้ทำไม ผัวบ่เร้าใจน้อเจ้า 
มื้อใด๋กะกินแต่เหล้า เฮ็ดหน้าเฒ่า ๆ เห็นแล้วเซ็งหลาย
เมามานอนเหมิดสภาพน้ำกะบ่อาบเหม็นปานแฮ้งตาย
นับมื้อแฮงเปิดแฮงหน่าย ผัวใช่บ่ได้การบ้านบ่ทำ  

บาดเบิ่งผัวไทยบ้านเผิ่น เฮ็ดหน้าเปิ่นเหวิ่นกล้ามเป็นปั้น ๆ
เสี่ยงตาแนมเบิ่งผัวฉัน เมาได้ทั้งวันเหมิดมื้อฮอดค่ำ
มันกำแต่แก้วแต่ขวด โหน่ ๆ สวด ๆ มันบ่เคยคลำ
เว้ามา อยากป๋าหนีซ้ำ หมดอารมณ์นำผัวบ่เร้าใจ","ผัวบ่เร้าใจ	",2559
